sample_idx,sample_id,yelp_idx,yelp_business_id,match_confidence,best_name_source,name_similarity,base_name_similarity,sample_name,sample_base_name,yelp_name,best_categories_source,categories_similarity,base_categories_similarity,sample_categories,sample_base_categories,yelp_categories,best_address_source,address_similarity,base_address_similarity,sample_address,sample_base_address,yelp_address
361,08f2aa4d98923b4503b1be6672e9cf20,873,L7mbUPFMAfetY0fzuYtZ_g,0.7448,tie,1.0,1.0,dunkin',dunkin',dunkin',tie,0.16666666666666666,0.16666666666666666,"['donuts', 'coffee_shop', 'breakfast_and_brunch_restaurant']","['coffee_shop', 'donuts', 'restaurant']","['restaurants', 'donuts', 'coffee_&_tea', 'food']",tie,0.36200000000000004,0.36200000000000004,"{'address': '544 e main st', 'city': 'palmyra', 'state': 'NY', 'postal_code': '14522'}","{'address': '544 e main st', 'city': 'palmyra', 'state': 'NY', 'postal_code': '14522'}","{'address': '130 n. chester ave', 'city': 'delran', 'state': 'NJ', 'postal_code': '08075'}"
362,08f264432c6284610382c3df40d2a9e8,54673,KOOutUHYJWJKsC71JKHV5Q,0.5272,tie,0.53,0.53,fnb community bank,fnb community bank,county seat cafe,tie,0.0,0.0,"['bank_credit_union', 'atms', 'installment_loans']",['bank_credit_union'],"['southern', 'comfort_food', 'restaurants', 'breakfast_&_brunch', 'american_(traditional)', 'sandwiches']",tie,0.523,0.523,"{'address': '227 s superior st', 'city': 'ramsey', 'state': 'IL', 'postal_code': '62080'}","{'address': '227 s superior st', 'city': 'ramsey', 'state': 'IL', 'postal_code': '62080'}","{'address': '316 s buchanan st', 'city': 'edwardsville', 'state': 'IL', 'postal_code': '62025'}"
363,08f2a86db06a9799039b90a2e079e2d3,917,QN7JpoH3Qu-Y-EhXdxrkMQ,0.42760000000000004,tie,0.43,0.43,u-haul neighborhood dealer,u-haul neighborhood dealer,fleur-de-lys mansion,tie,0.0,0.0,"['truck_rentals', 'automotive']","['truck_rentals', 'automotive']","['event_planning_&_services', 'bed_&_breakfast', 'hotels', 'hotels_&_travel']",tie,0.42400000000000004,0.42400000000000004,"{'address': '3046 myersville rd', 'city': 'uniontown', 'state': 'OH', 'postal_code': '44685'}","{'address': '3046 myersville rd', 'city': 'uniontown', 'state': 'OH', 'postal_code': '44685'}","{'address': '3500 russell blvd', 'city': 'saint louis', 'state': 'MO', 'postal_code': '63104'}"
364,08f2a1056c69624c03d36fc76df82335,13387,QzKLyP_FoeBJfXzrpR9AYw,0.6016,tie,0.62,0.62,emerson fence,emerson fence,audubon fence,tie,0.0,0.0,"['fence_and_gate_sales_service', 'contractor', 'construction_services']",['fence_and_gate_sales_service'],"['fences_&_gates', 'home_services']",tie,0.5740000000000001,0.5740000000000001,"{'address': '10 lincoln blvd', 'city': 'emerson', 'state': 'NJ', 'postal_code': '07630'}","{'address': '10 lincoln blvd', 'city': 'emerson', 'state': 'NJ', 'postal_code': '07630'}","{'address': '414 crescent blvd', 'city': 'brooklawn', 'state': 'NJ', 'postal_code': '08030'}"
365,08f2a89646788ce103bbc825196e3aa1,9101,em474WuTw7-OkhPfX4EohA,0.23920000000000002,tie,0.13,0.13,je carriers,je carriers auto transport,ihop,tie,0.0,0.0,"['freight_and_cargo_service', 'transportation', 'professional_services']",['travel'],"['breakfast_&_brunch', 'coffee_&_tea', 'food', 'american_(new)', 'diners', 'restaurants', 'american_(traditional)', 'burgers']",tie,0.403,0.403,"{'address': '6320 capital blvd', 'city': 'raleigh', 'state': 'NC', 'postal_code': '27616'}","{'address': '6320 capital blvd', 'city': 'raleigh', 'state': 'NC', 'postal_code': '27616'}","{'address': '702 blowing rock rd', 'city': 'boone', 'state': 'NC', 'postal_code': '28607'}"
367,1407374885983377,450,OlD8UoHqrKnLoZUFxuas_w,0.4124,base,0.48,0.51,samantha sachau d p t p t,samantha sachau dpt pt,hip hop sandwich shop,tie,0.0,0.0,"['hospital', 'physical_therapy', 'health_and_medical']","['hospital', 'physical_therapy', 'health_and_medical']","['sandwiches', 'restaurants']",non_base,0.266,0.258,"{'address': '2800 pierce st #120b', 'city': 'sioux city', 'state': 'IA', 'postal_code': '51104'}","{'address': '2800 pierce st ste 120b', 'city': 'sioux city', 'state': 'IA', 'postal_code': '51104'}","{'address': '10470 northcliffe blvd', 'city': 'spring hill', 'state': 'FL', 'postal_code': '34608'}"
368,2251799819474731,2648,m7ZMD292wH286GK9GGkXrg,0.5676,tie,0.59,0.59,dehart plumbing heating & air,dehart plumbing heating & air,aaron jorgensen plumbing,tie,0.3333333333333333,0.3333333333333333,"['hvac_services', 'plumbing']","['hvac_services', 'plumbing']","['home_services', 'plumbing']",tie,0.534,0.534,"{'address': '311 bitritto way', 'city': 'modesto', 'state': 'CA', 'postal_code': '95356'}","{'address': '311 bitritto way', 'city': 'modesto', 'state': 'CA', 'postal_code': '95356'}","{'address': '611 rossmore rd', 'city': 'goleta', 'state': 'CA', 'postal_code': '93117'}"
369,08f489d52288486303025951ebbd9759,95091,oTRrNy5VIaTw7MKEvxZl7A,0.3496,tie,0.29,0.29,collins neil p dds,collins neil p dds,wildlife wonders,tie,0.0,0.0,"['dentist', 'doctor', 'health_and_medical']","['general_dentistry', 'oral_surgeon', 'dentist', 'health_and_medical']","['shopping', 'outdoor_furniture_stores', 'home_decor', 'jewelry', 'home_&_garden']",tie,0.439,0.439,"{'address': '1460 sidney baker st', 'city': 'kerrville', 'state': 'TX', 'postal_code': '78028'}","{'address': '1460 sidney baker st', 'city': 'kerrville', 'state': 'TX', 'postal_code': '78028'}","{'address': '7703 n lamar blvd, ste 118', 'city': 'austin', 'state': 'TX', 'postal_code': '78752'}"
370,1125899907255800,7571,INipigXTZ3kTbNjKH_M8Hg,0.5916,tie,0.73,0.73,home depot,home depot,office depot,tie,0.0,0.0,"['home_improvement_store', 'building_supply_store', 'retail']","['home_improvement_store', 'building_supply_store', 'retail']","['office_equipment', 'shopping']",tie,0.384,0.384,"{'address': '3215 clark ln', 'city': 'columbia', 'state': 'MO', 'postal_code': '65202'}","{'address': '3215 clark ln', 'city': 'columbia', 'state': 'MO', 'postal_code': '65202'}","{'address': '8750 manchester rd', 'city': 'brentwood', 'state': 'MO', 'postal_code': '63144'}"
373,1407374885186381,54,0qNpTGTcqPwOLi2hADx4Xw,0.48960000000000004,tie,0.52,0.52,walmart,walmart,charlie's market,tie,0.0,0.0,"['photography_store_and_services', 'retail']","['pharmacy', 'drugstore', 'retail']","['food', 'grocery', 'convenience_stores']",tie,0.44400000000000006,0.44400000000000006,"{'address': '1501 skyland blvd e', 'city': 'tuscaloosa', 'state': 'AL', 'postal_code': '35405'}","{'address': '1501 skyland blvd e', 'city': 'tuscaloosa', 'state': 'AL', 'postal_code': '35405'}","{'address': '2815 e sligh ave', 'city': 'tampa', 'state': 'FL', 'postal_code': '33610'}"
374,08f2a10af6490232035733f1aacdac0c,305,en_F2VgZPW1RCnWkPyCrhg,0.41600000000000004,tie,0.55,0.55,jamprobe electric,jamprobe electric,belle chic salon,tie,0.0,0.0,"['electrician', 'commercial_industrial', 'contractor']",['electrician'],"['nail_salons', 'beauty_&_spas', 'hair_salons']",base,0.116,0.21500000000000002,"{'address': '288 garibaldi ave', 'city': '', 'state': '', 'postal_code': '11726'}","{'address': '288 garibaldi ave', 'city': 'copiague', 'state': 'NY', 'postal_code': '11726'}","{'address': '11901 n 1st ave, ste 131', 'city': 'oro valley', 'state': 'AZ', 'postal_code': '85737'}"
376,08f2b0078bb7695303dc9d801abe3d1e,650,O0YHVrUtxbsEhQ4qaWkVaw,0.4252,tie,0.44,0.44,pizza delight dieppe,pizza delight dieppe,boston pizza,tie,0.0,0.0,"['pizza_restaurant', 'restaurant', 'diner']","['cafe', 'pizza_restaurant', 'restaurant']","['italian', 'restaurants', 'pizza']",base,0.367,0.403,"{'address': '5070 principale-est ave', 'city': 'dieppe', 'state': 'NB', 'postal_code': 'E1A 9P7'}","{'address': '5070 principale est avenue, unit 12', 'city': 'dieppe', 'state': 'NB', 'postal_code': 'E1A 9P7'}","{'address': '10115 princess elizabeth avenue nw', 'city': 'edmonton', 'state': 'AB', 'postal_code': 'T5G 0X9'}"
377,08f2aa1cec78b6550365baa57c038ef2,158,FC6ef4rMMZKNov_-A9M6iQ,0.5328,tie,0.5,0.5,first national bank,first national bank,td bank havertown,tie,0.0,0.0,['bank_credit_union'],['bank_credit_union'],"['banks_&_credit_unions', 'financial_services']",tie,0.5820000000000001,0.5820000000000001,"{'address': '111 ziegler rd', 'city': 'lewisburg', 'state': 'PA', 'postal_code': '17837'}","{'address': '111 ziegler rd', 'city': 'lewisburg', 'state': 'PA', 'postal_code': '17837'}","{'address': '120 w eagle rd', 'city': 'haverford', 'state': 'PA', 'postal_code': '19083'}"
382,08f446cb626c2d00031ae6ee7a950c05,97813,kEjAs-w4dN9W1n6jE7Tivg,0.35240000000000005,tie,0.29,0.29,houston methodist primary care group,houston methodist primary care group,residences at glenview reserve apartment homes,tie,0.0,0.0,"['medical_center', 'public_health_clinic', 'health_and_medical']","['medical_center', 'public_health_clinic', 'health_and_medical']","['real_estate', 'home_services', 'apartments']",tie,0.44600000000000006,0.44600000000000006,"{'address': '4050 fm 762 rd', 'city': 'rosenberg', 'state': 'TX', 'postal_code': '77469'}","{'address': '4050 fm 762 rd', 'city': 'rosenberg', 'state': 'TX', 'postal_code': '77469'}","{'address': '100 arbor creek blvd', 'city': 'nashville', 'state': 'TX', 'postal_code': '37217'}"
383,08f26c8390ba49350319b54f0294ec99,95091,oTRrNy5VIaTw7MKEvxZl7A,0.428,tie,0.38,0.38,carter bloodcare,carter bloodcare,wildlife wonders,tie,0.0,0.0,"['blood_and_plasma_donation_center', 'hospital', 'health_and_medical']","['blood_and_plasma_donation_center', 'health_and_medical']","['shopping', 'outdoor_furniture_stores', 'home_decor', 'jewelry', 'home_&_garden']",base,0.384,0.5,"{'address': '1328 w mcdermott dr', 'city': 'allen', 'state': 'TX', 'postal_code': '75013'}","{'address': '1328 w mcdermott dr ste 250', 'city': 'allen', 'state': 'TX', 'postal_code': '75013'}","{'address': '7703 n lamar blvd, ste 118', 'city': 'austin', 'state': 'TX', 'postal_code': '78752'}"
384,08f446b8930a36ee03d41084b648e15f,97813,kEjAs-w4dN9W1n6jE7Tivg,0.42,tie,0.38,0.38,university rental,university rental,residences at glenview reserve apartment homes,tie,0.0,0.0,"['party_supply', 'wedding_planning', 'custom_clothing']","['party_and_event_planning', 'party_equipment_rental']","['real_estate', 'home_services', 'apartments']",tie,0.48,0.48,"{'address': '510 e main st', 'city': 'nacogdoches', 'state': 'TX', 'postal_code': '75961'}","{'address': '510 e main st', 'city': 'nacogdoches', 'state': 'TX', 'postal_code': '75961'}","{'address': '100 arbor creek blvd', 'city': 'nashville', 'state': 'TX', 'postal_code': '37217'}"
386,1125899911780152,190,FTFtoylMzkrzqNVSl-bkKw,0.5188,tie,0.59,0.59,at&t store,at&t store,giant food stores,tie,0.0,0.0,"['mobile_phone_accessories', 'mobile_phone_store', 'retail']","['mobile_phone_accessories', 'mobile_phone_store', 'retail']","['grocery', 'food']",tie,0.41200000000000003,0.41200000000000003,"{'address': '6080 roswell rd', 'city': 'sandy springs', 'state': 'GA', 'postal_code': '30328'}","{'address': '6080 roswell rd', 'city': 'sandy springs', 'state': 'GA', 'postal_code': '30328'}","{'address': '60 n 23rd st', 'city': 'philadelphia', 'state': 'PA', 'postal_code': '19103'}"
388,08f2bac56ac36a63033821729e93f73e,186,7Du9oW73YcYFmXdtU5aiSg,0.5468,tie,0.69,0.69,restaurant normandin st-anselme,restaurant normandin st-anselme,kinjo's japanese restaurant,tie,0.0,0.0,"['restaurant', 'pizza_restaurant', 'gastropub']","['pizza_restaurant', 'canadian_restaurant', 'restaurant']","['japanese', 'sushi_bars', 'restaurants']",base,0.278,0.332,"{'address': '679 route bégin', 'city': 'st-anselme', 'state': 'QC', 'postal_code': 'G0R 2N0'}","{'address': '679 route bégin', 'city': 'saint-anselme', 'state': 'QC', 'postal_code': 'G0R 2N0'}","{'address': '2875 tyrone blvd n', 'city': 'saint petersburg', 'state': 'FL', 'postal_code': '33710'}"
389,1125899912975946,9613,1jtKzh-SMU42DWkrsUHMOw,0.5448000000000001,tie,0.61,0.61,amara regenerative aesthetics,amara regenerative aesthetics,anna's aesthetics,tie,0.0,0.0,"['medical_spa', 'spas', 'beauty_and_spa']","['medical_spa', 'spas', 'beauty_and_spa']","['tanning', 'skin_care', 'beauty_&_spas', 'makeup_artists']",non_base,0.44700000000000006,0.44300000000000006,"{'address': '74000 country club dr ste g2', 'city': 'palm desert', 'state': 'CA', 'postal_code': '92260'}","{'address': '74000 country club dr ste g-2', 'city': 'palm desert', 'state': 'CA', 'postal_code': '92260'}","{'address': '633 chapala st, ste b', 'city': 'santa barbara', 'state': 'CA', 'postal_code': '93108'}"
391,281474980652319,4311,VegLx2inEzN_zWeqyWKAYQ,0.7056,base,0.48,0.56,northwest rv & self storage,northwest rv & mini storage,crossfit northwest tucson,tie,0.0,0.0,"['rv_storage_facility', 'self_storage_facility', 'rv_and_boat_storage_facility']","['rv_storage_facility', 'self_storage_facility', 'rv_and_boat_storage_facility']","['fitness_&_instruction', 'gyms', 'active_life', 'interval_training_gyms']",base,0.876,0.924,"{'address': '7041 n camino martin', 'city': 'tucson', 'state': 'AZ', 'postal_code': '85741'}","{'address': '7041 n camino martin ste 125', 'city': 'tucson', 'state': 'AZ', 'postal_code': '85741'}","{'address': '6800 n camino martin, ste 106', 'city': 'tucson', 'state': 'AZ', 'postal_code': '85741'}"
393,08f2a13d500ec592038947279db72951,8899,shDjtXKLRxVJ8WbRmzn_5A,0.5428,non_base,0.57,0.48,princeton radiology,princeton radiology - monroe,regal burlington,tie,0.0,0.0,"['doctor', 'radiologist', 'oncologist']","['diagnostic_imaging', 'radiologist', 'doctor', 'health_and_medical']","['arts_&_entertainment', 'cinema']",non_base,0.502,0.424,"{'address': '9 centre dr', 'city': 'jamesburg', 'state': 'NJ', 'postal_code': '08831'}","{'address': '9 centre dr', 'city': 'monroe township', 'state': 'NJ', 'postal_code': '08831'}","{'address': '250 bromley blvd.', 'city': 'burlington', 'state': 'NJ', 'postal_code': '08016'}"
394,08f44e83400ab39b03d8b9e9a201afc9,310,yZP6Z8sbDpkeXyjNMDiyDg,0.4648,tie,0.54,0.54,abbey at regent's walk,abbey at regent's walk,guess - walnut street,tie,0.0,0.0,"['landmark_and_historical_building', 'social_service_organizations', 'property_management']",['apartments'],"[""men's_clothing"", ""women's_clothing"", ""children's_clothing"", 'fashion', 'shopping', 'accessories']",tie,0.35200000000000004,0.35200000000000004,"{'address': '726 raleigh ct', 'city': 'homewood', 'state': 'AL', 'postal_code': '35209'}","{'address': '726 raleigh ct', 'city': 'homewood', 'state': 'AL', 'postal_code': '35209'}","{'address': '1520 walnut st', 'city': 'philadelphia', 'state': 'PA', 'postal_code': '19102'}"
395,562949956961295,13761,LTtmAHFW3nWLirD--VWAEw,0.7856000000000001,tie,1.0,1.0,sam's club,sam's club,sam's club,tie,0.0,0.0,"['pharmacy', 'drugstore', 'retail']","['pharmacy', 'drugstore', 'retail']","['automotive', 'fashion', 'shopping', 'drugstores', 'food', 'grocery', 'wholesale_stores', 'department_stores', 'tires']",tie,0.4640000000000001,0.4640000000000001,"{'address': '1462 s pacific ave', 'city': 'yuma', 'state': 'AZ', 'postal_code': '85365'}","{'address': '1462 s pacific ave', 'city': 'yuma', 'state': 'AZ', 'postal_code': '85365'}","{'address': '4701 n stone ave', 'city': 'tucson', 'state': 'AZ', 'postal_code': '85704'}"
396,1125899913070480,23194,ZmQHzv1pf0fbk-tm8lu0EA,0.5248,tie,0.61,0.61,giant rv downey,giant rv - downey,downey's,tie,0.0,0.0,"['recreational_vehicle_dealer', 'recreation_vehicle_repair', 'automotive']","['recreational_vehicle_dealer', 'recreation_vehicle_repair', 'automotive']","['seafood', 'restaurants', 'american_(new)', 'french']",base,0.365,0.397,"{'address': '11111 florence ave., downey, ca', 'city': 'downey', 'state': 'CA', 'postal_code': '90241'}","{'address': '11111 florence ave', 'city': 'downey', 'state': 'CA', 'postal_code': '90241'}","{'address': '1305 state st', 'city': 'santa barbara', 'state': 'CA', 'postal_code': '93101'}"
397,2251799821286742,5364,buhO8vRCaEoNvlxU0AJRpQ,0.5148,tie,0.53,0.53,swiftbooks,swiftbooks,starbucks,tie,0.0,0.0,"['accountant', 'bookkeeper']","['accountant', 'bookkeeper']","['food', 'coffee_&_tea', 'restaurants']",tie,0.49200000000000005,0.49200000000000005,"{'address': '12150 sw 128 ct ste 212', 'city': 'miami', 'state': 'FL', 'postal_code': '33186'}","{'address': '12150 sw 128 ct ste 221', 'city': 'miami', 'state': 'FL', 'postal_code': '33186'}","{'address': '401 s dale mabry hwy', 'city': 'tampa', 'state': 'FL', 'postal_code': '33609'}"
399,562949953652961,2846,YgMZm_alGFUeQO4hz9X9VA,0.5660000000000001,tie,0.65,0.65,pawn america,pawn america,earl's new american,tie,0.0,0.0,"['jewelry_store', 'pawn_shop', 'retail']","['jewelry_store', 'pawn_shop', 'retail']","['nightlife', 'american_(new)', 'bars', 'seafood', 'restaurants', 'wine_bars', 'cocktail_bars']",non_base,0.44000000000000006,0.42400000000000004,"{'address': '923 w hamilton st unit 1', 'city': 'allentown', 'state': 'PA', 'postal_code': '18101'}","{'address': '923 hamilton st', 'city': 'allentown', 'state': 'PA', 'postal_code': '18101'}","{'address': '2400 street rd', 'city': 'new hope', 'state': 'PA', 'postal_code': '18938'}"
400,08f29a549b4e628303b42e4c82a492d2,14927,izvWEbpTZMe0t5l1FrtbgQ,0.534,tie,0.58,0.58,mcmaster heating and air conditioning,mcmaster heating and air conditioning,home furnace & air conditioning,base,0.0,0.1111111111111111,"['hvac_services', 'home_service', 'shopping']","['hvac_services', 'insulation_installation']","['heating_&_air_conditioning/hvac', 'insulation_installation', 'home_services', 'plumbing', 'local_services', 'air_duct_cleaning', 'chimney_sweeps', 'water_heater_installation/repair']",base,0.397,0.4650000000000001,"{'address': '2 mclaren', 'city': 'irvine', 'state': 'CA', 'postal_code': '92618'}","{'address': '10 mclaren ste c', 'city': 'irvine', 'state': 'CA', 'postal_code': '92618'}","{'address': '800 de la vina st', 'city': 'santa barbara', 'state': 'CA', 'postal_code': '93101'}"
401,08f444668a2b1b8503e480fb26ccbb0e,3000,2wwhMKlfpOd0dpk_AQdt8w,0.492,tie,0.5,0.5,tractor supply,tractor supply,leonardo trattoria,tie,0.0,0.0,"['hardware_store', 'outdoor_gear', 'agricultural_service']","['pet_store', 'livestock_feed_and_supply_store', 'retail']","['nightlife', 'restaurants', 'italian', 'bars', 'pizza']",tie,0.48000000000000004,0.48000000000000004,"{'address': '1884 n collins blvd', 'city': 'covington', 'state': 'LA', 'postal_code': '70433'}","{'address': '1884 n collins blvd', 'city': 'covington', 'state': 'LA', 'postal_code': '70433'}","{'address': '709 saint charles ave', 'city': 'new orleans', 'state': 'LA', 'postal_code': '70130'}"
402,08f2a100b5a5b6320342f5db2e31836f,7723,6e9famMkhkTOpnrJUu9RBg,0.4916,tie,0.47,0.47,metropolitan neurosurgery associates,metropolitan neurosurgery associates,accurate roofing & siding,tie,0.0,0.0,"['neurologist', 'doctor', 'neuropathologist']","['neurologist', 'surgeon', 'doctor', 'health_and_medical']","['roofing', 'windows_installation', 'home_services', 'door_sales/installation']",non_base,0.524,0.504,"{'address': '309 engle st', 'city': 'englewood', 'state': 'NJ', 'postal_code': '07631'}","{'address': '309 engle street, 726', 'city': 'englewood', 'state': 'NJ', 'postal_code': '07631'}","{'address': '220 lawrenceville rd', 'city': 'lawrenceville', 'state': 'NJ', 'postal_code': '08648'}"
